read,domain,e-value
UG50701.c90f3s5|may13.P1.MID5-5.IAK27MS01BQD8A|UG50701|Uganda_Kyenjojo;sample=UG50701;size=1;,DBLa0.17,2.1e-56
BK401.c10f3s5|apr11.P3.MID18.GY7WJEE03HG1D2|BK401|Gabon_Bakoumba;sample=BK401;size=1;,DBLa0.19,2.1e-53
UG70036.c117f3s3|aug13.P1.MID59-60.IE15TFC01BOQ4N_rc|UG70036|Uganda_Arua;sample=UG70036;size=1;,DBLa1.5,2.4e-49
UG30783.c67f3s3|oct12.P1.MID58.HWSTXOD01AKB8Y|UG30783|Uganda_Kanungu;sample=UG30783;size=4;,DBLa0.6,2.6e-50
IR5.c41f4s6|oct12.P3.MID1.HWSTXOD03GJ68N|IR5|Iran_SistanBaluchestan;sample=IR5;size=1;,DBLa0.5,2.7e-41
MRS0719.c43f3s4|may13.P1.MID46-46.IAK27MS01ERW20|MRS0719|Ghana_Soe;sample=MRS0719;size=1;,DBLa0.1,3.3e-58
UG70024.c146f3s3|aug13.P2.MID58-60.IE15TFC02HXTIF|UG70024|Uganda_Arua;sample=UG70024;size=1;,DBLa0.15,8.9e-45
UG50824.c0f53s84|aug13.P1.MID41-42.IE15TFC01CDTB4.HiQual|UG50824|Uganda_Kyenjojo;sample=UG50824;size=2;,DBLa0.8,5.6e-52
UG60608.c111f3s3|mar13.P3.MID44.H6VQLNR03FJICA_rc|UG60608|Uganda_Apac;sample=UG60608;size=1;,DBLa0.1,1.1e-51
MRS0206.c29f21s23|apr13.P2.MID16-18.H8MRBDT02JEWKW|MRS0206|Ghana_VeaGowrie;sample=MRS0206;size=1;,DBLa0.5,5.6e-58
UG60476.c127f5s6|mar13.P4.MID39.H6VQLNR04JQ5PF_rc|UG60476|Uganda_Apac;sample=UG60476;size=1;,DBLa0.1,1.1e-51
MRS0338.c38f8s13|jul13.P2.MID39-39.IDA9VQ202JGGLJ.HiQual|MRS0338|Ghana_VeaGowrie;sample=MRS0338;size=1;,DBLa0.8,5.9e-57
MRS0373.c56f3s3|apr13.P1.MID25-26.H8MRBDT01A4XB3|MRS0373|Ghana_Soe;sample=MRS0373;size=1;,DBLa0.8,1.2e-50
MRS0687.c17f4s12|may13.P2.MID43-45.IAK27MS02HL921|MRS0687|Ghana_Soe;sample=MRS0687;size=1;,DBLa0.13,2.7e-56
UG10623.c23f21s25|mar13.P3.MID21.H6VQLNR03F8Q0J.HiQual|UG10623|Uganda_Tororo;sample=UG10623;size=2;,DBLa0.4,1.5e-47
UG50009.c98f4s7|may13.P2.MID48-50.IAK27MS02JFRSO|UG50009|Uganda_Kyenjojo;sample=UG50009;size=1;,DBLa0.6,1.9e-49
UG30367.c13f18s29|oct12.P4.MID43.HWSTXOD04JJ33M.HiQual|UG30367|Uganda_Kanungu;sample=UG30367;size=1;,DBLa0.12,1.9e-47
BK668.c58f5s5|apr11.P2.MID40.GY7WJEE02EJY99|BK668|Gabon_Bakoumba;sample=BK668;size=2;,DBLa0.5,3.3e-54
UG70761.c33f16s23|aug13.P1.MID14-16.IE15TFC01EQQWW.HiQual|UG70761|Uganda_Arua;sample=UG70761;size=1;,DBLa0.17,1.6e-49
MRS0686.c38f6s9|may13.P1.MID43-45.IAK27MS01B4VNZ|MRS0686|Ghana_Soe;sample=MRS0686;size=1;,DBLa0.3,4.4e-48
BK1202.c62f3s8|apr11.P3.MID61.GY7WJEE03HCWYO|BK1202|Gabon_Bakoumba;sample=BK1202;size=3;,DBLa0.1,3.1e-57
UG10680.c80f7s9|mar13.P4.MID23.H6VQLNR04JA5M2|UG10680|Uganda_Tororo;sample=UG10680;size=1;,DBLa0.8,6e-54
MRS0334.c27f10s14|jul13.P2.MID35-36.IDA9VQ202ING8H|MRS0334|Ghana_VeaGowrie;sample=MRS0334;size=1;,DBLa0.4,7.3e-53
MRS0663.c60f5s9|may13.P2.MID41-43.IAK27MS02JIEHQ|MRS0663|Ghana_Soe;sample=MRS0663;size=1;,DBLa0.10,1.8e-53
UG60476.c102f4s8|mar13.P4.MID39.H6VQLNR04JS39B|UG60476|Uganda_Apac;sample=UG60476;size=1;,DBLa0.1,4.1e-54
UG10035.c184f3s3|mar13.P2.MID01.H6VQLNR02ENMPU|UG10035|Uganda_Tororo;sample=UG10035;size=1;,DBLa0.19,1.9e-62
UG70181.c49f16s27|aug13.P2.MID1-1.IE15TFC02IG4UK|UG70181|Uganda_Arua;sample=UG70181;size=1;,DBLa0.11,5e-54
UG70730.c52f10s13|aug13.P1.MID60-62.IE15TFC01CX3W0.HiQual|UG70730|Uganda_Arua;sample=UG70730;size=1;,DBLa0.1,1.3e-53
MRS0484.c279f3s5|apr13.P2.MID32-32.H8MRBDT02FEOAN|MRS0484|Ghana_Soe;sample=MRS0484;size=1;,DBLa0.19,1.7e-20
UG30800.c65f3s7|oct12.P1.MID59.HWSTXOD01BKTLP|UG30800|Uganda_Kanungu;sample=UG30800;size=2;,DBLa1.8,1.1e-55
UG10395.c6f14s18|mar13.P3.MID15.H6VQLNR03G6B2T.HiQual|UG10395|Uganda_Tororo;sample=UG10395;size=5;,DBLa0.8,6.8e-51
UG30639.c19f8s13|oct12.P1.MID53.HWSTXOD01BH0JE|UG30639|Uganda_Kanungu;sample=UG30639;size=2;,DBLa0.8,1.1e-52
UG60555.c47f17s24|mar13.P2.MID43.H6VQLNR02EEQ40.HiQual|UG60555|Uganda_Apac;sample=UG60555;size=1;,DBLa0.15,2e-52
BK1202.c139f3s3|apr11.P3.MID61.GY7WJEE03FY2SJ|BK1202|Gabon_Bakoumba;sample=BK1202;size=2;,DBLa0.5,3.3e-52
UG60540.c80f3s4|mar13.P2.MID42.H6VQLNR02DZG9J_rc|UG60540|Uganda_Apac;sample=UG60540;size=1;,DBLa0.14,2.2e-33
UG10667.c11f24s29|mar13.P3.MID23.H6VQLNR03HBHQN.HiQual|UG10667|Uganda_Tororo;sample=UG10667;size=1;,DBLa0.5,1.1e-53
UG50622.c6f22s41|may13.P2.MID3-3.IAK27MS02GDOLR.HiQual|UG50622|Uganda_Kyenjojo;sample=UG50622;size=3;,DBLa0.11,4e-54
UG80359.c70f12s18|may13.P2.MID55-57.IAK27MS02JM9D8.HiQual|UG80359|Uganda_Jinja;sample=UG80359;size=1;,DBLa0.11,2.7e-58
UG80553.c156f3s4|may13.P2.MID56-57.IAK27MS02GBP7V|UG80553|Uganda_Jinja;sample=UG80553;size=2;,DBLa0.12,1.7e-50
K101.c55f5s5|oct12.P3.MID23.HWSTXOD03G198S|K101|Thailand_Kanchanaburi;sample=K101;size=1;,DBLa0.22,1.5e-55
MRS0065.c20f16s16|apr13.P2.MID04-06.H8MRBDT02G27Y7.HiQual|MRS0065|Ghana_VeaGowrie;sample=MRS0065;size=1;,DBLa0.4,2.1e-50
MRS0226.c15f22s30|apr13.P2.MID18-19.H8MRBDT02GZXGK.HiQual|MRS0226|Ghana_VeaGowrie;sample=MRS0226;size=1;,DBLa0.8,2.2e-52
UG60501.c7f32s41|mar13.P4.MID40.H6VQLNR04JBLWI.HiQual|UG60501|Uganda_Apac;sample=UG60501;size=1;,DBLa0.1,4e-53
MRS0486.c77f3s7|apr13.P2.MID32-33.H8MRBDT02JG7WI|MRS0486|Ghana_Soe;sample=MRS0486;size=1;,DBLa0.6,7.6e-34
UG30811.c15f32s55|oct12.P3.MID59.HWSTXOD03GDQ5R.HiQual|UG30811|Uganda_Kanungu;sample=UG30811;size=1;,DBLa0.5,2.8e-57
UG50593.c18f14s20|may13.P2.MID2-3.IAK27MS02GXGCG.HiQual|UG50593|Uganda_Kyenjojo;sample=UG50593;size=1;,DBLa0.8,8.4e-52
MRS0073.c8f10s13|apr13.P1.MID05-06.H8MRBDT01ALPGX.HiQual|MRS0073|Ghana_VeaGowrie;sample=MRS0073;size=2;,DBLa0.17,6e-51
UG10725.c49f9s13|mar13.P4.MID25.H6VQLNR04JGE4I|UG10725|Uganda_Tororo;sample=UG10725;size=1;,DBLa0.1,4.6e-59
MUG4.KP220261;sample=MUG4;size=1;,DBLa0.11,6e-103
UG70371.c16f28s38|aug13.P1.MID3-5.IE15TFC01DRLBZ.HiQual|UG70371|Uganda_Arua;sample=UG70371;size=1;,DBLa0.19,2.9e-53
WOS23.KP220387;sample=WOS23;size=1;,DBLa0.5,9.9e-100
MRS0098.c163f3s3|apr13.P1.MID07-08.H8MRBDT01DDJJJ|MRS0098|Ghana_VeaGowrie;sample=MRS0098;size=1;,DBLa0.1,2.5e-54
MRS0184.c85f3s5|apr13.P2.MID15-16.H8MRBDT02H9409|MRS0184|Ghana_VeaGowrie;sample=MRS0184;size=2;,DBLa0.8,5.5e-50
MRS0223.c30f17s18|apr13.P2.MID18-18.H8MRBDT02G8CD4.HiQual|MRS0223|Ghana_VeaGowrie;sample=MRS0223;size=1;,DBLa0.17,3.7e-52
UG60332.c55f10s10|mar13.P4.MID34.H6VQLNR04JFU5P.HiQual|UG60332|Uganda_Apac;sample=UG60332;size=1;,DBLa0.22,2.2e-51
MRS0264.c63f4s4|apr13.P1.MID21-21.H8MRBDT01BPPCM|MRS0264|Ghana_VeaGowrie;sample=MRS0264;size=1;,DBLa0.12,2.9e-48
UG70492.c23f19s26|aug13.P2.MID7-10.IE15TFC02H4M9C|UG70492|Uganda_Arua;sample=UG70492;size=1;,DBLa0.14,3.1e-50
MRS0009.c108f3s3|apr13.P1.MID02-02.H8MRBDT01CGFWI_rc|MRS0009|Ghana_VeaGowrie;sample=MRS0009;size=2;,DBLa0.6,1.6e-50
MRS0345.c162f5s5|apr13.P2.MID24-24.H8MRBDT02HIIHV|MRS0345|Ghana_VeaGowrie;sample=MRS0345;size=1;,DBLa0.17,1.5e-51
MRS0497.c7f16s23|apr13.P2.MID33-33.H8MRBDT02GCVH7|MRS0497|Ghana_Soe;sample=MRS0497;size=3;,DBLa0.3,1.6e-50
MRS0686.c112f4s4|may13.P1.MID43-45.IAK27MS01B5T28|MRS0686|Ghana_Soe;sample=MRS0686;size=1;,DBLa0.5,4.2e-56
UG10269.c18f14s25|mar13.P3.MID08.H6VQLNR03FXPF4|UG10269|Uganda_Tororo;sample=UG10269;size=2;,DBLa1.8,1.1e-56
UG60385.c17f24s29|mar13.P2.MID37.H6VQLNR02EACW7|UG60385|Uganda_Apac;sample=UG60385;size=1;,DBLa0.14,4.5e-57
UG70489.c64f8s12|aug13.P2.MID7-8.IE15TFC02GFO7H_rc|UG70489|Uganda_Arua;sample=UG70489;size=1;,DBLa0.4,6.6e-53
MRS0405.c42f11s18|apr13.P2.MID27-28.H8MRBDT02JDLI7.HiQual|MRS0405|Ghana_Soe;sample=MRS0405;size=1;,DBLa0.5,1e-55
UG70039.c98f7s9|aug13.P2.MID59-60.IE15TFC02FUNYT|UG70039|Uganda_Arua;sample=UG70039;size=2;,DBLa0.2,5e-48
UG50784.c42f16s20|may13.P1.MID7-8.IAK27MS01AJFDQ.HiQual|UG50784|Uganda_Kyenjojo;sample=UG50784;size=3;,DBLa0.9,5.2e-54
IR6.c1f71s96|oct12.P4.MID1.HWSTXOD04JL66Q.HiQual|IR6|Iran_SistanBaluchestan;sample=IR6;size=2;,DBLa0.8,6.5e-53
BK448.c48f4s6|apr11.P1.MID22.GY7WJEE01A2T1B|BK448|Gabon_Bakoumba;sample=BK448;size=2;,DBLa0.5,7.4e-53
UG50465.c36f19s25|may13.P1.MID62-2.IAK27MS01CW5HH.HiQual|UG50465|Uganda_Kyenjojo;sample=UG50465;size=1;,DBLa1.8,2.1e-58
P14.c15f12s14|sep11.P1.MID41.G9JXQ6K01BYPHP.HiQual|P14|Peru_Iquitos;sample=P14;size=4;,DBLa0.1,2.2e-53
UG10055.c90f5s6|mar13.P4.MID01.H6VQLNR04I271P_rc|UG10055|Uganda_Tororo;sample=UG10055;size=1;,DBLa0.19,5.4e-56
MRS0258.c373f3s3|apr13.P1.MID20-22.H8MRBDT01A4TPF|MRS0258|Ghana_VeaGowrie;sample=MRS0258;size=4;,DBLa0.20,3.9e-48
MRS0614.c86f3s3|may13.P1.MID39-40.IAK27MS01CHBZD|MRS0614|Ghana_Soe;sample=MRS0614;size=1;,DBLa0.5,4e-51
UG80651.c75f5s7|aug13.P1.MID57-58.IE15TFC01EBR17_rc|UG80651|Uganda_Jinja;sample=UG80651;size=1;,DBLa0.12,9.4e-53
MRS0142.c46f7s14|apr13.P1.MID11-11.H8MRBDT01BTGEN.HiQual|MRS0142|Ghana_VeaGowrie;sample=MRS0142;size=1;,DBLa0.1,5.1e-56
MRS0695.c53f6s14|may13.P2.MID44-45.IAK27MS02H2GQT|MRS0695|Ghana_Soe;sample=MRS0695;size=1;,DBLa0.19,1.5e-53
UG50813.c65f5s7|aug13.P2.MID40-42.IE15TFC02IOI1U|UG50813|Uganda_Kyenjojo;sample=UG50813;size=1;,DBLa0.8,2.2e-30
UG60139.c158f3s3|mar13.P4.MID29.H6VQLNR04I8DMU_rc|UG60139|Uganda_Apac;sample=UG60139;size=1;,DBLa0.1,5.7e-60
UG10367.c139f4s5|mar13.P1.MID13.H6VQLNR01BMI8P|UG10367|Uganda_Tororo;sample=UG10367;size=1;,DBLa0.8,7.7e-54
MRS0412.c2f49s59|apr13.P2.MID27-29.H8MRBDT02I0486.HiQual|MRS0412|Ghana_Soe;sample=MRS0412;size=4;,DBLa0.8,3.2e-46
UG60672.c53f8s13|mar13.P4.MID46.H6VQLNR04I5KFJ.HiQual|UG60672|Uganda_Apac;sample=UG60672;size=1;,DBLa0.11,1.3e-54
UG70246.c102f3s5|aug13.P1.MID2-3.IE15TFC01CZAR2|UG70246|Uganda_Arua;sample=UG70246;size=1;,DBLa1.2,1.7e-54
IR2.c35f5s7|oct12.P1.MID1.HWSTXOD01BOIBI|IR2|Iran_SistanBaluchestan;sample=IR2;size=4;,DBLa0.9,5.1e-54
UG80132.c87f5s11|aug13.P2.MID44-44.IE15TFC02JE7V2.HiQual|UG80132|Uganda_Jinja;sample=UG80132;size=1;,DBLa0.5,2.1e-54
MRS0412.c141f5s7|apr13.P2.MID27-29.H8MRBDT02JST98|MRS0412|Ghana_Soe;sample=MRS0412;size=3;,DBLa0.18,2.7e-52
BK669.c203f4s4|apr11.P3.MID40.GY7WJEE03FU31N|BK669|Gabon_Bakoumba;sample=BK669;size=2;,DBLa0.11,4.4e-57
UG60250.c53f12s18|mar13.P1.MID33.H6VQLNR01BB6WO.HiQual|UG60250|Uganda_Apac;sample=UG60250;size=1;,DBLa0.11,4.7e-58
UG50162.c6f65s82|may13.P2.MID51-51.IAK27MS02H0BX9.HiQual|UG50162|Uganda_Kyenjojo;sample=UG50162;size=1;,DBLa1.8,1.1e-57
BK911.c61f5s5|apr11.P2.MID49.GY7WJEE02DTGAQ|BK911|Gabon_Bakoumba;sample=BK911;size=2;,DBLa0.22,1.6e-54
UG50698.c21f18s24|may13.P2.MID4-6.IAK27MS02F9T9U.HiQual|UG50698|Uganda_Kyenjojo;sample=UG50698;size=2;,DBLa0.1,2.8e-55
UG10712.c60f6s6|mar13.P1.MID25.H6VQLNR01A0015.HiQual|UG10712|Uganda_Tororo;sample=UG10712;size=1;,DBLa0.5,8.5e-55
UG80083.c110f3s6|may13.P2.MID54-55.IAK27MS02F36FB|UG80083|Uganda_Jinja;sample=UG80083;size=3;,DBLa0.5,5.2e-52
UG80702.c59f5s9|may13.P1.MID47-49.IAK27MS01A58SY|UG80702|Uganda_Jinja;sample=UG80702;size=1;,DBLa1.2,2.1e-48
UG70013.c38f15s30|aug13.P2.MID58-59.IE15TFC02IK1IU.HiQual|UG70013|Uganda_Arua;sample=UG70013;size=2;,DBLa0.1,1.7e-48
UG10265.c51f5s11|mar13.P2.MID08.H6VQLNR02EF6B4_rc|UG10265|Uganda_Tororo;sample=UG10265;size=1;,DBLa0.1,7.6e-60
MRS0206.c139f3s5|apr13.P2.MID16-18.H8MRBDT02FS3GH|MRS0206|Ghana_VeaGowrie;sample=MRS0206;size=1;,DBLa0.1,2e-59
MRS0438.c134f4s4|apr13.P1.MID29-31.H8MRBDT01EIQ1L|MRS0438|Ghana_Soe;sample=MRS0438;size=1;,DBLa0.15,9.1e-39
UG10342.c27f30s34|mar13.P1.MID11.H6VQLNR01AUYVP.HiQual|UG10342|Uganda_Tororo;sample=UG10342;size=1;,DBLa0.19,9.9e-55
BK643.c62f4s4|apr11.P4.MID38.GY7WJEE04H6N7Y|BK643|Gabon_Bakoumba;sample=BK643;size=1;,DBLa0.5,3.8e-57
MRS0486.c109f5s5|apr13.P2.MID32-33.H8MRBDT02FK9OP|MRS0486|Ghana_Soe;sample=MRS0486;size=1;,DBLa0.8,7.7e-52
UG80328.c111f3s5|aug13.P2.MID50-53.IE15TFC02FSJL7_rc|UG80328|Uganda_Jinja;sample=UG80328;size=1;,DBLa0.4,9.2e-27
MRS0181.c135f3s3|apr13.P1.MID15-15.H8MRBDT01AHUH9|MRS0181|Ghana_VeaGowrie;sample=MRS0181;size=1;,DBLa0.22,3.7e-53
UG10605.c63f5s10|mar13.P4.MID20.H6VQLNR04IVPGK_rc|UG10605|Uganda_Tororo;sample=UG10605;size=1;,DBLa0.4,1e-48
IR34.c20f14s19|oct12.P3.MID13.HWSTXOD03FYR7Q.HiQual|IR34|Iran_SistanBaluchestan;sample=IR34;size=5;,DBLa0.1,6.3e-55
UG60164.c8f33s46|mar13.P2.MID30.H6VQLNR02EDZW7.HiQual|UG60164|Uganda_Apac;sample=UG60164;size=2;,DBLa0.9,5.9e-53
MRS0194.c150f3s4|apr13.P2.MID16-16.H8MRBDT02GSHBW_rc|MRS0194|Ghana_VeaGowrie;sample=MRS0194;size=1;,DBLa0.11,3.2e-56
BK112.c40f4s9|apr11.P3.MID04.GY7WJEE03F0SME|BK112|Gabon_Bakoumba;sample=BK112;size=1;,DBLa0.22,1.3e-56
UG60647.c5f27s44|mar13.P4.MID45.H6VQLNR04JE0W1.HiQual|UG60647|Uganda_Apac;sample=UG60647;size=1;,DBLa0.8,3e-54
BK46.c153f3s3|apr11.P3.MID02.GY7WJEE03GIKBX|BK46|Gabon_Bakoumba;sample=BK46;size=2;,DBLa0.1,3.4e-58
MRS0345.c215f3s3|apr13.P2.MID24-24.H8MRBDT02JKG2O|MRS0345|Ghana_VeaGowrie;sample=MRS0345;size=1;,DBLa0.8,7.9e-53
MRS0009.c39f9s15|apr13.P1.MID02-02.H8MRBDT01AW2IS|MRS0009|Ghana_VeaGowrie;sample=MRS0009;size=1;,DBLa0.12,3.2e-55
BK520.c95f4s4|apr11.P3.MID29.GY7WJEE03F9T6H|BK520|Gabon_Bakoumba;sample=BK520;size=3;,DBLa0.12,6.4e-53
UG10606.c15f12s14|mar13.P1.MID21.H6VQLNR01B0YNZ.HiQual|UG10606|Uganda_Tororo;sample=UG10606;size=1;,DBLa0.8,3.1e-51
UG10480.c24f25s32|mar13.P2.MID17.H6VQLNR02DAKKG.HiQual|UG10480|Uganda_Tororo;sample=UG10480;size=1;,DBLa0.11,4.4e-57
MRS0660.c54f9s15|may13.P2.MID41-42.IAK27MS02F3LK5.HiQual|MRS0660|Ghana_Soe;sample=MRS0660;size=1;,DBLa0.11,5.5e-59
MRS0208.c79f5s6|apr13.P2.MID16-19.H8MRBDT02I7KEI|MRS0208|Ghana_VeaGowrie;sample=MRS0208;size=1;,DBLa0.5,4.3e-48
UG50622.c53f7s11|may13.P2.MID3-3.IAK27MS02G8LZR|UG50622|Uganda_Kyenjojo;sample=UG50622;size=1;,DBLa2,3.6e-53
MRS0294.c34f4s5|apr13.P1.MID22-23.H8MRBDT01DHZFZ|MRS0294|Ghana_VeaGowrie;sample=MRS0294;size=1;,DBLa0.5,2e-57
UG10350.c9f25s33|mar13.P2.MID11.H6VQLNR02D1QFJ.HiQual|UG10350|Uganda_Tororo;sample=UG10350;size=1;,DBLa0.1,1.7e-55
UG60199.c38f10s14|mar13.P3.MID31.H6VQLNR03GB9E9|UG60199|Uganda_Apac;sample=UG60199;size=3;,DBLa0.11,3.3e-55
MRS0079.c128f3s3|apr13.P2.MID05-07.H8MRBDT02G29O7|MRS0079|Ghana_VeaGowrie;sample=MRS0079;size=1;,DBLa0.1,2.1e-52
UG10516.c84f9s10|mar13.P2.MID18.H6VQLNR02DWKZ3.HiQual|UG10516|Uganda_Tororo;sample=UG10516;size=2;,DBLa0.1,2.7e-56
MRS0713.c42f10s13|may13.P2.MID45-46.IAK27MS02FK2TN.HiQual|MRS0713|Ghana_Soe;sample=MRS0713;size=1;,DBLa0.12,4.7e-46
UG70088.c35f15s32|aug13.P2.MID61-1.IE15TFC02IH5SR.HiQual|UG70088|Uganda_Arua;sample=UG70088;size=1;,DBLa0.24,1.4e-51
UG80200.c9f33s37|aug13.P1.MID49-49.IE15TFC01D162X.HiQual|UG80200|Uganda_Jinja;sample=UG80200;size=1;,DBLa0.8,8.7e-55
MRS0279.c222f3s3|apr13.P2.MID21-22.H8MRBDT02HD2HX_rc|MRS0279|Ghana_VeaGowrie;sample=MRS0279;size=4;,DBLa0.23,4e-40
UG80801.c41f15s20|may13.P1.MID59-59.IAK27MS01EAY26|UG80801|Uganda_Jinja;sample=UG80801;size=1;,DBLa0.7,1.3e-39
MRS0497.c51f4s11|apr13.P2.MID33-33.H8MRBDT02IYVXY|MRS0497|Ghana_Soe;sample=MRS0497;size=1;,DBLa0.1,4.7e-54
IR39.c11f24s32|oct12.P3.MID14.HWSTXOD03GQE5S.HiQual|IR39|Iran_SistanBaluchestan;sample=IR39;size=2;,DBLa0.8,1.2e-57
UG70118.c171f3s5|aug13.P2.MID62-1.IE15TFC02FWN8R|UG70118|Uganda_Arua;sample=UG70118;size=1;,DBLa0.1,3.4e-54
UG80142.c23f13s20|may13.P1.MID54-56.IAK27MS01DMS9Y.HiQual|UG80142|Uganda_Jinja;sample=UG80142;size=1;,DBLa0.12,1.2e-53
UG60608.c52f8s12|mar13.P3.MID44.H6VQLNR03GMZOA|UG60608|Uganda_Apac;sample=UG60608;size=3;,DBLa0.5,6.5e-58
UG70025.c95f6s6|aug13.P1.MID59-59.IE15TFC01DID9W|UG70025|Uganda_Arua;sample=UG70025;size=1;,DBLa0.6,3.3e-51
BK959.c117f4s5|apr11.P4.MID51.GY7WJEE04JEP5D|BK959|Gabon_Bakoumba;sample=BK959;size=1;,DBLa0.9,1.7e-48
BK622.c30f12s15|apr11.P1.MID37.GY7WJEE01AQPM4.HiQual|BK622|Gabon_Bakoumba;sample=BK622;size=3;,DBLa0.9,1.8e-50
UG10040.c50f10s12|mar13.P3.MID01.H6VQLNR03G68YH|UG10040|Uganda_Tororo;sample=UG10040;size=4;,DBLa0.19,6e-58
MRS0425.c52f3s3|apr13.P1.MID28-29.H8MRBDT01BOKF5|MRS0425|Ghana_Soe;sample=MRS0425;size=1;,DBLa0.7,7.3e-48
UG50690.c7f31s41|may13.P1.MID4-5.IAK27MS01DZA5L.HiQual|UG50690|Uganda_Kyenjojo;sample=UG50690;size=1;,DBLa0.8,5.5e-57
MH32.c15f6s9|oct12.P1.MID21.HWSTXOD01BXBL9.HiQual|MH32|Thailand_Maehongson;sample=MH32;size=1;,DBLa0.17,6.1e-53
UG80536.c53f3s7|aug13.P1.MID56-56.IE15TFC01ARND5|UG80536|Uganda_Jinja;sample=UG80536;size=2;,DBLa0.8,2.1e-54
UG70025.c40f12s13|aug13.P1.MID59-59.IE15TFC01DFU42|UG70025|Uganda_Arua;sample=UG70025;size=1;,DBLa1.8,5.8e-57
UG10117.c70f4s4|mar13.P1.MID03.H6VQLNR01AR2LG|UG10117|Uganda_Tororo;sample=UG10117;size=1;,DBLa0.24,2.6e-49
UG60393.c87f10s11|mar13.P4.MID37.H6VQLNR04I0SRD.HiQual|UG60393|Uganda_Apac;sample=UG60393;size=6;,DBLa0.5,6.2e-61
MRS0065.c106f4s4|apr13.P2.MID04-06.H8MRBDT02F38MN|MRS0065|Ghana_VeaGowrie;sample=MRS0065;size=1;,DBLa0.5,1.8e-60
WOS29.KP220993;sample=WOS29;size=1;,DBLa0.15,3.5e-94
UG10394.c42f13s20|mar13.P2.MID15.H6VQLNR02DXWGL.HiQual|UG10394|Uganda_Tororo;sample=UG10394;size=4;,DBLa0.9,2.3e-52
MRS0565.c27f4s4|may13.P1.MID36-36.IAK27MS01EG6ZK|MRS0565|Ghana_Soe;sample=MRS0565;size=1;,DBLa0.12,3.1e-48
UG10712.c9f18s29|mar13.P1.MID25.H6VQLNR01BAZML.HiQual|UG10712|Uganda_Tororo;sample=UG10712;size=1;,DBLa0.8,6.2e-52
UG50538.c41f16s24|may13.P2.MID1-2.IAK27MS02IDCGK.HiQual|UG50538|Uganda_Kyenjojo;sample=UG50538;size=2;,DBLa0.16,9.7e-48
UG60681.c95f6s8|mar13.P1.MID47.H6VQLNR01BDQ7T|UG60681|Uganda_Apac;sample=UG60681;size=2;,DBLa0.8,1.1e-46
BK258.c102f3s3|sep11.P2.MID10.G9JXQ6K02DH6LK|BK258|Gabon_Bakoumba;sample=BK258;size=1;,DBLa0.11,1.2e-60
UG70484.c88f3s3|aug13.P1.MID7-8.IE15TFC01B1IIR_rc|UG70484|Uganda_Arua;sample=UG70484;size=1;,DBLa0.19,3.4e-53
UG80229.c87f5s13|may13.P2.MID55-55.IAK27MS02H597X|UG80229|Uganda_Jinja;sample=UG80229;size=1;,DBLa0.11,1.9e-60
WOS25.KP220417;sample=WOS25;size=1;,DBLa0.11,5.1e-93
BK555.c91f5s6|apr11.P4.MID30.GY7WJEE04IJWS2|BK555|Gabon_Bakoumba;sample=BK555;size=1;,DBLa0.24,7.5e-47
MRS0240.c8f56s64|apr13.P1.MID19-21.H8MRBDT01CCBGC.HiQual|MRS0240|Ghana_VeaGowrie;sample=MRS0240;size=1;,DBLa0.12,1.6e-47
MRS0226.c7f39s43|apr13.P2.MID18-19.H8MRBDT02IK9MN.HiQual|MRS0226|Ghana_VeaGowrie;sample=MRS0226;size=1;,DBLa0.9,1.7e-51
MRS0582.c20f4s4|may13.P1.MID37-37.IAK27MS01CDJLR_rc|MRS0582|Ghana_VeaGowrie;sample=MRS0582;size=1;,DBLa0.9,3.8e-53
UG80326.c9f41s57|aug13.P1.MID50-53.IE15TFC01CAM2V.HiQual|UG80326|Uganda_Jinja;sample=UG80326;size=1;,DBLa0.6,1.9e-51
UG50348.c56f10s19|may13.P2.MID59-61.IAK27MS02JNRU6.HiQual|UG50348|Uganda_Kyenjojo;sample=UG50348;size=2;,DBLa0.12,2.8e-47
UG10666.c39f13s26|mar13.P2.MID23.H6VQLNR02DLGVD|UG10666|Uganda_Tororo;sample=UG10666;size=1;,DBLa0.1,6.1e-59
UG50613.c67f5s8|may13.P1.MID3-3.IAK27MS01BLGAG|UG50613|Uganda_Kyenjojo;sample=UG50613;size=1;,DBLa0.1,7.2e-58
UG80702.c51f8s13|may13.P1.MID47-49.IAK27MS01EGLBS.HiQual|UG80702|Uganda_Jinja;sample=UG80702;size=1;,DBLa0.5,1e-49
UG50764.c79f8s10|may13.P1.MID7-7.IAK27MS01DDYJ5.HiQual|UG50764|Uganda_Kyenjojo;sample=UG50764;size=5;,DBLa0.9,1.9e-52
IR30.c4f18s28|oct12.P4.MID3.HWSTXOD04IANDZ|IR30|Iran_SistanBaluchestan;sample=IR30;size=3;,DBLa1.4,2.1e-50
BK366.c41f7s7|apr11.P1.MID15.GY7WJEE01AO2MQ|BK366|Gabon_Bakoumba;sample=BK366;size=1;,DBLa0.1,4.3e-59
UG60098.c163f3s4|mar13.P3.MID29.H6VQLNR03F4HIO|UG60098|Uganda_Apac;sample=UG60098;size=1;,DBLa0.14,2.1e-57
MRS0222.c115f3s3|apr13.P1.MID18-18.H8MRBDT01A8W8Z|MRS0222|Ghana_VeaGowrie;sample=MRS0222;size=5;,DBLa0.12,2.9e-51
